,id,title,popularity,release_date
8137,11050,Terms of Endearment,13.857,1983-11-20
8138,1374,Rocky IV,73.093,1985-11-21
8139,817758,TÁR,22.793,2022-09-23
8140,8222,High Heels,30.458,1991-10-23
8141,5693,Hoosiers,10.091,1986-11-14
8142,476,Drugstore Cowboy,14.599,1989-10-20
8143,585077,Children of the Sea,17.622,2019-06-07
8144,271714,Love & Mercy,11.305,2015-05-29
8145,56292,Mission: Impossible - Ghost Protocol,50.814,2011-12-07
8146,30197,The Producers,15.03,1968-03-18
8147,13041,El Topo,22.214,1970-12-18
8148,964,The Phantom of the Opera,14.719,1925-09-22
8149,517148,Beanpole,13.588,2019-06-20
8150,321741,Concussion,21.229,2015-11-12
8151,12579,The Woman Next Door,7.376,1981-09-30
8152,11447,The Son's Room,11.618,2001-03-09
8153,551,The Poseidon Adventure,23.267,1972-12-13
8154,327,Brother,16.166,2000-12-13
8155,302429,Strange Magic,29.612,2015-01-23
8156,248933,The Dark Valley,14.618,2014-02-13
8157,116149,Paddington,29.699,2014-11-24
8158,14859,Keith,11.234,2008-09-13
8159,11620,Quo Vadis,28.809,1951-11-08
8160,5488,"I'm a Cyborg, but That's OK",12.025,2006-12-07
8161,1259,Notes on a Scandal,21.628,2006-12-25
8162,581389,Space Sweepers,28.019,2021-02-05
8163,474354,22 July,15.516,2018-10-04
8164,44115,127 Hours,29.37,2010-11-12
8165,18912,Angst,11.663,1983-01-01
8166,893723,PAW Patrol: The Mighty Movie,99.635,2023-09-21
8167,308639,Dope,12.911,2015-06-19
8168,385128,F9,51.693,2021-05-19
8169,1584,School of Rock,30.993,2003-10-03
8170,203,Mean Streets,15.863,1973-10-14
8171,283552,The Light Between Oceans,12.144,2016-09-02
8172,63831,The Kid with a Bike,10.696,2011-05-18
8173,38810,Dogtooth,28.788,2009-10-22
8174,401,Garden State,14.006,2004-07-28
8175,400090,The Nightingale,20.888,2018-09-23
8176,270400,Breathe,10.624,2014-11-12
8177,585083,Hotel Transylvania: Transformania,90.254,2022-01-31
8178,536554,M3GAN,43.013,2022-12-28
8179,454640,The Angry Birds Movie 2,65.428,2019-08-02
8180,270400,Breathe,10.624,2014-11-12
8181,454640,The Angry Birds Movie 2,65.428,2019-08-02
8182,179150,Reality,9.38,2015-02-18
8183,1548,Ghost World,11.021,2001-07-20
8184,763215,Damsel,108.299,2024-03-07
8185,302946,The Accountant,40.635,2016-10-13
8186,43539,The Next Three Days,24.28,2010-11-18
8187,3291,"Good Night, and Good Luck.",13.624,2005-09-16
8188,102899,Ant-Man,51.773,2015-07-14
8189,39105,Dragon Ball Z: Bojack Unbound,43.739,1993-07-10
8190,9631,The Negotiator,23.431,1998-07-29
8191,5916,The Getaway,12.942,1972-12-13
8192,438740,Salyut-7,13.804,2017-09-22
8193,77495,Sleep Tight,15.874,2011-10-14
8194,71524,Ace of Aces,10.498,1982-10-27
8195,10839,Cross of Iron,17.02,1977-01-29
8196,7980,The Lovely Bones,50.694,2009-12-26
8197,2007,Lorenzo's Oil,18.392,1992-12-30
8198,1547,The Lost Boys,19.65,1987-07-31
8199,624,Easy Rider,20.722,1969-06-26
8200,39105,Dragon Ball Z: Bojack Unbound,43.739,1993-07-10
8201,36955,True Lies,33.675,1994-07-15
8202,16520,The King and I,18.2,1956-06-29
8203,791177,Bones and All,24.68,2022-11-18
8204,618353,Batman: Death in the Family,19.714,2020-10-13
8205,482373,Don't Breathe 2,63.567,2021-08-12
8206,449749,The Leisure Seeker,10.042,2018-01-03
8207,91342,Barbie in A Mermaid Tale 2,24.337,2012-02-22
8208,399121,An Officer and a Spy,25.166,2019-09-30
8209,943134,The Animal Kingdom,34.225,2023-10-04
8210,36950,You Don't Know Jack,16.562,2010-06-27
8211,13751,Akeelah and the Bee,17.923,2006-04-28
8212,11934,The Hudsucker Proxy,15.64,1994-03-11
8213,11042,The Barbarian Invasions,10.94,2003-09-24
8214,860,WarGames,19.994,1983-06-03
8215,365942,The Space Between Us,29.594,2017-01-26
8216,38397,"The Legend of Al, John and Jack",8.53,2002-12-13
8217,11457,Life as a House,16.424,2001-10-25
8218,394374,At the End of the Tunnel,20.453,2016-04-21
8219,10141,Dirty Rotten Scoundrels,17.489,1988-12-14
8220,1103,Escape from New York,24.247,1981-05-23
8221,744275,After We Fell,68.532,2021-09-01
8222,639933,The Northman,49.956,2022-04-07
8223,657,From Russia with Love,34.924,1963-10-10
8224,563,Starship Troopers,28.732,1997-11-07
8225,71689,Phineas and Ferb The Movie: Across the 2nd Dimension,21.705,2011-08-05
8226,11942,Bring Me the Head of Alfredo Garcia,11.123,1974-08-01
8227,6396,SLC Punk,11.234,1998-09-24
8228,266,Contempt,16.856,1963-10-29
8229,554600,Uri: The Surgical Strike,56.297,2019-01-11
8230,340613,The Wife,13.596,2018-08-02
8231,522039,The Last Black Man in San Francisco,14.371,2019-06-07
8232,455207,Crazy Rich Asians,57.527,2018-08-15
8233,62204,Quest for Fire,16.825,1981-12-16
8234,3293,Pirates of Silicon Valley,16.088,1999-05-10
8235,14292,Miracle,16.555,2004-02-06
8236,364051,The Innocents,15.512,2016-02-10
8237,196024,The Keeper of Lost Causes,19.335,2013-10-03
8238,926,Galaxy Quest,19.209,1999-12-25
8239,241,Natural Born Killers,24.773,1994-08-26
8240,17443,...And Justice for All,13.805,1979-10-19
8241,1900,Traffic,21.253,2000-12-27
8242,1807,Elephant,19.333,2003-09-20
8243,661374,Glass Onion: A Knives Out Mystery,38.451,2022-11-12
8244,567609,Ready or Not,43.596,2019-08-21
8245,385103,Scoob!,28.011,2020-07-08
8246,103731,Mud,17.283,2013-04-26
8247,43641,Superman/Shazam!: The Return of Black Adam,16.815,2010-11-16
8248,16007,Death Note,26.281,2006-06-17
8249,10653,The Seven Year Itch,21.339,1955-06-03
8250,276907,Legend,49.032,2015-09-09
8251,172106,Jappeloup,8.226,2013-03-13
8252,120605,The Punisher: Dirty Laundry,11.268,2012-07-16
8253,9994,The Great Mouse Detective,20.099,1986-07-02
8254,924,Dawn of the Dead,42.366,2004-03-19
8255,797394,Secret Magic Control Agency,15.022,2021-03-18
8256,785538,7 Prisoners,13.142,2021-10-22
8257,779782,The School for Good and Evil,43.076,2022-10-19
8258,522241,The Courier,21.447,2020-01-24
8259,10974,Armour of God,23.006,1986-08-16
8260,522241,The Courier,21.447,2020-01-24
8261,8079,Om Shanti Om,15.087,2007-11-07
8262,744,Top Gun,59.769,1986-05-16
8263,378,Raising Arizona,16.903,1987-03-13
8264,245842,The King's Daughter,18.389,2022-01-21
8265,127517,Disconnect,19.812,2013-04-12
8266,1623,Brubaker,14.836,1980-06-20
8267,542178,The French Dispatch,30.151,2021-10-21
8268,388399,Patriots Day,31.919,2016-12-12
8269,120605,The Punisher: Dirty Laundry,11.268,2012-07-16
8270,82633,Lawless,19.967,2012-08-29
8271,43347,Love & Other Drugs,39.611,2010-11-04
8272,33613,The Girl Who Kicked the Hornet's Nest,15.743,2009-11-27
8273,560044,The Willoughbys,14.214,2020-04-22
8274,11646,Gallipoli,14.477,1981-08-13
8275,7326,Juno,21.517,2007-12-05
8276,604,The Matrix Reloaded,49.452,2003-05-15
8277,546,Transamerica,13.352,2005-02-14
8278,382399,High Strung,17.656,2016-04-08
8279,254320,The Lobster,32.436,2015-10-15
8280,412202,Handsome Devil,20.266,2017-02-15
8281,393519,Raw,28.761,2016-11-11
8282,31906,The Beguiled,14.938,1971-01-23
8283,8293,Howards End,20.274,1992-03-13
8284,2907,The Addams Family,50.44,1991-11-22
8285,2671,Ring,18.312,1998-01-31
8286,1694,Re-Animator,26.433,1985-10-18
8287,118,Charlie and the Chocolate Factory,94.931,2005-07-13
8288,340027,Brain on Fire,16.729,2017-02-22
8289,30890,Radio Days,12.463,1987-01-30
8290,14943,Crows Zero,15.881,2007-10-26
8291,558582,First Cow,13.361,2019-08-30
8292,436931,Pokémon the Movie: I Choose You!,29.684,2017-07-15
8293,249688,The End of the Tour,11.431,2015-07-31
8294,11121,Tess,14.703,1979-10-06
8295,2109,Rush Hour,66.621,1998-09-18
8296,12584,The Shootist,23.268,1976-07-21
8297,8428,Pump Up the Volume,13.908,1990-08-22
8298,912916,The Other Zoey,33.498,2023-10-19
8299,369972,First Man,37.959,2018-10-10
8300,254201,The Absent One,18.461,2014-10-02
8301,40751,Ashes of Time,18.154,1994-09-17
8302,2383,The Bear,25.725,1988-10-21
8303,664413,365 Days,27.325,2020-02-07
8304,19562,The Magnificent One,13.094,1973-11-23
8305,12545,Jesus Christ Superstar,19.865,1973-08-15
8306,11224,Cinderella,70.948,1950-02-22
8307,588182,Compartment No. 6,10.062,2021-10-29
8308,487672,Reign of the Supermen,16.064,2019-01-13
8309,391757,Never Back Down: No Surrender,34.453,2016-06-05
8310,10514,The Andromeda Strain,15.119,1971-03-12
8311,9766,Gridiron Gang,20.239,2006-09-15
8312,4464,Seabiscuit,16.025,2003-07-22
8313,2028,Say Anything...,19.243,1989-04-14
8314,320006,Taxi,14.212,2015-04-15
8315,445,Caché,15.055,2005-10-05
8316,556678,Emma.,26.821,2020-02-13
8317,7299,Equilibrium,20.005,2002-12-06
8318,644,A.I. Artificial Intelligence,30.586,2001-06-29
8319,934433,Scream VI,70.227,2023-03-08
8320,696806,The Adam Project,43.954,2022-03-11
8321,236735,Marshland,14.216,2014-09-25
8322,127380,Finding Dory,47.905,2016-06-16
8323,10994,White Oleander,9.539,2002-10-11
8324,267,Live Flesh,22.691,1997-10-10
8325,636565,Rose Island,15.894,2020-12-09
8326,62211,Monsters University,54.188,2013-06-19
8327,9798,Enemy of the State,28.735,1998-11-20
8328,251519,Son of Batman,14.227,2014-05-13
8329,42661,The Vikings,18.682,1958-06-11
8330,8095,Cleopatra,26.748,1963-06-12
8331,754,Face/Off,34.845,1997-06-27
8332,173,"20,000 Leagues Under the Sea",23.116,1954-12-23
8333,722913,Malcolm & Marie,16.888,2021-01-29
8334,10439,Hocus Pocus,49.486,1993-07-16
8335,4512,The Assassination of Jesse James by the Coward Robert Ford,22.011,2007-09-20
8336,1010818,Groot's First Steps,18.659,2022-08-10
8337,460465,Mortal Kombat,56.221,2021-04-07
8338,445651,The Darkest Minds,44.368,2018-07-25
8339,418680,Goodbye Christopher Robin,19.473,2017-09-29
8340,9393,Before the Fall,16.077,2004-07-04
8341,79113,A Princess for Christmas,18.998,2011-12-03
8342,64720,Take Shelter,14.316,2011-09-30
8343,15060,Futurama: Into the Wild Green Yonder,14.23,2009-02-23
8344,10712,Far from Heaven,11.086,2002-11-08
8345,8408,Day of the Dead,27.518,1985-07-03
8346,1090,The Thirteenth Floor,17.218,1999-04-16
8347,440642,The Spacewalker,15.984,2017-04-06
8348,250734,Far from the Madding Crowd,15.998,2015-04-23
8349,1715,The Cider House Rules,15.763,1999-12-17
8350,524348,The Report,14.708,2019-09-12
8351,43959,Soul Surfer,21.438,2011-04-08
8352,816904,Mummies,47.291,2023-01-05
8353,472451,Boy Erased,23.597,2018-09-24
8354,16140,Death Note: The Last Name,18.433,2006-10-28
8355,480530,Creed II,66.229,2018-11-21
8356,36658,X2,2.699,2003-04-27
8357,26039,Point Blank,13.169,1967-08-30
8358,8053,The Three Burials of Melquiades Estrada,14.359,2005-11-17
8359,838,American Graffiti,21.836,1973-08-11
8360,838,American Graffiti,21.836,1973-08-11
8361,641662,Pieces of a Woman,18.034,2020-12-30
8362,520758,Chicken Run: Dawn of the Nugget,56.66,2023-12-08
8363,518896,Warriors of Future,41.081,2022-08-05
8364,429197,Vice,19.298,2018-12-25
8365,46829,Barney's Version,19.785,2010-10-26
8366,25736,The Postman Always Rings Twice,10.512,1946-05-02
8367,22855,Superman/Batman: Public Enemies,17.083,2009-09-29
8368,13925,Luxo Jr.,12.619,1986-08-17
8369,11000,The Birdcage,18.466,1996-03-08
8370,645689,The Duke,11.693,2021-07-23
8371,501633,The Invisibles,6.911,2019-01-09
8372,408508,Blue Jay,12.122,2016-10-07
8373,399057,The Killing of a Sacred Deer,30.03,2017-10-20
8374,82684,Chasing Mavericks,12.362,2012-10-25
8375,49444,Kung Fu Panda 2,56.266,2011-05-25
8376,12335,Bedknobs and Broomsticks,19.93,1971-10-07
8377,8053,The Three Burials of Melquiades Estrada,14.359,2005-11-17
8378,293,A River Runs Through It,25.713,1992-10-09
8379,505600,Booksmart,21.27,2019-05-24
8380,615665,Holidate,18.587,2020-10-27
8381,11797,Fright Night,20.929,1985-08-02
8382,11690,Bloodsport,38.453,1988-02-26
8383,526,Ladyhawke,24.159,1985-03-27
8384,830784,"Lyle, Lyle, Crocodile",43.474,2022-10-07
8385,22201,Gunfight at the O.K. Corral,20.45,1957-05-30
8386,11836,The SpongeBob SquarePants Movie,61.157,2004-11-14
8387,11336,The Dead Zone,15.083,1983-10-21
8388,10868,The Accused,14.87,1988-10-14
8389,755,From Dusk Till Dawn,32.15,1996-01-19
8390,811367,22 vs. Earth,14.919,2021-04-30
8391,661914,One Night in Miami...,10.865,2020-12-25
8392,555561,The Invisible Witness,8.346,2018-12-13
8393,333352,Eye in the Sky,20.578,2015-09-07
8394,328387,Nerve,18.557,2016-06-27
8395,14886,The Last Detail,11.39,1973-12-11
8396,9533,Red Dragon,5.666,2002-10-02
8397,429191,A Fantastic Woman,12.199,2017-04-06
8398,16608,The Proposition,18.665,2005-10-06
8399,11897,How the West Was Won,24.022,1962-11-02
8400,1931,Stomp the Yard,22.426,2007-05-16
8401,366924,Batman: Bad Blood,17.632,2016-01-19
8402,11831,Amistad,3.355,1997-12-10
8403,2044,The Lake House,20.097,2006-06-16
8404,926899,The House,26.201,2022-01-14
8405,39254,Real Steel,89.459,2011-09-28
8406,4886,And Then There Were None,14.86,1945-10-31
8407,651070,A Fall from Grace,16.777,2020-01-17
8408,228970,Wild,20.406,2014-12-05
8409,62177,Brave,58.246,2012-06-21
8410,56020,Radiofreccia,6.503,1998-10-16
8411,35558,Starstruck,20.311,2010-02-14
8412,26973,Pretty Baby,22.441,1978-04-05
8413,11975,The Rainmaker,18.669,1997-11-18
8414,909,Meet Me in St. Louis,10.321,1944-11-28
8415,930564,Saltburn,46.231,2023-11-16
8416,760099,Living,16.641,2022-11-04
8417,233063,Suck Me Shakespeer,13.165,2013-11-07
8418,5698,The Great Train Robbery,11.705,1903-12-07
8419,483,Wild at Heart,17.483,1990-08-17
8420,12920,Dreamer: Inspired By a True Story,14.377,2005-09-10
8421,4104,Benny & Joon,14.725,1993-04-16
8422,483,Wild at Heart,17.483,1990-08-17
8423,930564,Saltburn,46.231,2023-11-16
8424,846433,The Enforcer,21.62,2022-09-22
8425,14070,Ghajini,22.587,2008-12-25
8426,13928,Knick Knack,12.412,1989-11-23
8427,745881,The Medium,30.671,2021-07-14
8428,28384,Husbands and Wives,12.743,1992-09-18
8429,570131,Love at Second Sight,14.271,2019-01-18
8430,341744,Truman,12.711,2015-09-24
8431,325690,The Legendary Giulia and Other Miracles,5.897,2015-02-19
8432,246355,Saw,15.542,2003-10-16
8433,73532,Le Havre,12.617,2011-09-08
8434,26748,Lone Star,12.957,1996-06-21
8435,11454,Manhunter,0.807,1986-08-14
8436,6106,Salvador,12.074,1986-04-23
8437,2769,An American in Paris,12.3,1951-09-26
8438,847,Willow,23.629,1988-05-20
8439,556803,The Princess Switch,15.494,2018-11-16
8440,11973,Thirteen Days,17.225,2000-12-25
8441,2742,Naked Lunch,17.03,1991-12-27
8442,1073,Arlington Road,17.349,1999-03-19
8443,10865,Atlantis: The Lost Empire,31.121,2001-06-02
8444,1730,Inland Empire,19.352,2006-12-06
8445,582873,Martin Eden,11.923,2019-09-04
8446,579583,The King of Staten Island,28.926,2020-07-22
8447,457799,"Extremely Wicked, Shockingly Evil and Vile",22.505,2019-05-02
8448,287947,Shazam!,51.306,2019-03-29
8449,49009,The Way Back,16.409,2010-11-22
8450,3170,Bambi,57.233,1942-02-11
8451,942,Lethal Weapon 2,22.268,1989-07-07
8452,606679,The High Note,17.899,2020-06-10
8453,402897,The Death of Stalin,18.188,2017-10-20
8454,5919,The Towering Inferno,22.587,1974-12-14
8455,2623,An Officer and a Gentleman,24.611,1982-07-28
8456,365222,Ip Man 3,23.091,2015-12-24
8457,256835,Toy Story That Time Forgot,24.902,2014-12-02
8458,11815,The Fly,21.697,1958-07-16
8459,10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,63.72,1996-01-12
8460,10339,Moby Dick,17.804,1956-06-27
8461,35,The Simpsons Movie,68.274,2007-07-25
8462,718821,Twisters,1185.687,2024-07-10
8463,420821,Chip 'n Dale: Rescue Rangers,27.113,2022-05-20
8464,211052,Miss Violence,12.889,2013-09-09
8465,37347,Fort Apache,21.252,1948-06-14
8466,30675,Planet Hulk,18.398,2010-02-02
8467,26748,Lone Star,12.957,1996-06-21
8468,446354,The Post,25.914,2017-12-22
8469,332283,Mary Shelley,17.334,2017-08-06
8470,19186,The Parent Trap,22.88,1961-05-13
8471,13666,The Wolf Man,19.122,1941-12-12
8472,9036,Eight Below,21.408,2006-02-17
8473,2604,Born on the Fourth of July,12.443,1989-12-20
8474,20766,The Road,21.47,2009-11-25
8475,10220,Rounders,15.65,1998-09-11
8476,588921,AINBO: Spirit of the Amazon,15.765,2021-02-09
8477,340357,April and the Extraordinary World,10.474,2015-11-04
8478,27725,High Sierra,14.934,1941-01-23
8479,11360,Dumbo,39.07,1941-10-31
8480,174,Star Trek VI: The Undiscovered Country,16.835,1991-12-06
8481,560016,Monkey Man,164.278,2024-04-03
8482,528888,Dolemite Is My Name,10.244,2019-10-04
8483,524251,I See You,16.301,2019-09-11
8484,366564,Comment c'est loin,5.31,2015-12-09
8485,12143,Bad Lieutenant,21.963,1992-11-20
8486,9427,The Full Monty,16.332,1997-08-13
8487,2164,Stargate,25.596,1994-10-28
8488,2064,While You Were Sleeping,27.17,1995-04-21
8489,1485,Get Carter,20.209,1971-02-03
8490,84199,The First Time,21.445,2012-10-19
8491,74306,God Bless America,12.292,2012-05-11
8492,36657,X-Men,2.74,2000-07-13
8493,19971,The Little Girl Who Lives Down the Lane,17.0,1976-12-25
8494,9696,Ichi the Killer,18.548,2001-12-22
8495,300,The Science of Sleep,11.926,2006-06-25
8496,11652,Invincible,21.016,2006-08-25
8497,10995,The Lover,28.8,1992-01-22
8498,7270,Matchstick Men,8.306,2003-09-12
8499,1771,Captain America: The First Avenger,57.54,2011-07-22
8500,281,Strange Days,19.183,1995-10-13
8501,511809,West Side Story,17.739,2021-12-08
8502,377897,Barbie: Spy Squad,23.684,2016-01-15
8503,359410,Road House,161.947,2024-03-08
8504,53487,This Must Be the Place,11.769,2011-08-24
8505,10536,The Italian Job,32.579,1969-06-02
8506,8833,Double Trouble,12.342,1984-10-19
8507,758323,The Pope's Exorcist,70.154,2023-04-05
8508,297556,Justice League: Throne of Atlantis,27.593,2015-01-13
8509,44009,Another Year,14.447,2010-11-05
8510,13537,Shattered Glass,20.817,2003-11-14
8511,458737,First Reformed,20.976,2018-05-18
8512,298382,The Dressmaker,25.968,2015-10-29
8513,24253,The Girl Who Played with Fire,15.815,2009-09-18
8514,15016,Barbie of Swan Lake,27.731,2003-09-27
8515,9905,Shallow Grave,13.45,1994-12-22
8516,103328,Holy Motors,15.741,2012-07-02
8517,37056,Letters to Juliet,21.87,2010-05-13
8518,24163,As Tears Go By,20.716,1988-06-09
8519,21208,Orphan,30.109,2009-07-24
8520,15015,Barbie as Rapunzel,31.045,2002-10-01
8521,14139,Timecrimes,22.636,2007-11-01
8522,12783,The Duchess,19.249,2008-09-05
8523,491926,Resistance,13.925,2020-03-27
8524,348668,A Conspiracy of Faith,25.566,2016-03-03
8525,15775,If Only,16.976,2004-01-23
8526,13550,The Changeling,18.891,1980-03-28
8527,12089,The Tall Blond Man with One Black Shoe,17.699,1972-12-06
8528,615774,Scooby-Doo! Return to Zombie Island,19.316,2019-09-03
8529,597208,Nightmare Alley,26.903,2021-12-02
8530,50472,Anplagghed al cinema,4.519,2006-11-26
8531,20770,But I'm a Cheerleader,21.741,2000-07-07
8532,16198,My Neighbors the Yamadas,20.637,1999-07-17
8533,11937,The Gods Must Be Crazy II,25.752,1989-07-01
8534,568467,Ammonite,20.107,2020-11-13
8535,160588,Blue Jasmine,15.353,2013-08-01
8536,38055,Megamind,63.255,2010-10-28
8537,639721,The Addams Family 2,44.976,2021-10-01
8538,333371,10 Cloverfield Lane,33.298,2016-03-10
8539,15058,Speak,18.414,2004-01-20
8540,639721,The Addams Family 2,44.976,2021-10-01
8541,333371,10 Cloverfield Lane,33.298,2016-03-10
8542,15058,Speak,18.414,2004-01-20
8543,10753,Police Story 2,28.874,1988-08-13
8544,398,Capote,13.869,2005-09-30
8545,11257,A Room with a View,21.153,1986-03-07
8546,864,Cool Runnings,19.428,1993-10-01
8547,646,Dr. No,45.201,1962-10-07
8548,432068,C'est la vie!,12.742,2017-10-04
8549,97630,Zero Dark Thirty,24.689,2012-12-19
8550,10436,The Age of Innocence,15.495,1993-09-10
8551,130150,Labor Day,21.962,2013-12-27
8552,67913,The Guard,12.0,2011-07-07
8553,1985,The Constant Gardener,15.014,2005-08-31
8554,551271,Medieval,28.51,2022-09-08
8555,528949,The Photographer of Mauthausen,14.071,2018-10-26
8556,619264,The Platform,33.856,2019-11-08
8557,395993,Stronger,20.289,2017-09-22
8558,77174,ParaNorman,32.82,2012-08-03
8559,24589,Dug's Special Mission,12.29,2009-11-10
8560,954,Mission: Impossible,37.068,1996-05-22
8561,381356,Five,7.263,2016-03-30
8562,332872,Julieta,18.7,2016-04-08
8563,285783,The Walk,17.942,2015-09-30
8564,101731,The Magic of Belle Isle,19.734,2012-07-06
8565,18533,Bronson,13.901,2009-03-13
8566,10753,Police Story 2,28.874,1988-08-13
8567,4148,Revolutionary Road,21.612,2008-12-19
8568,1255,The Host,32.124,2006-07-27
8569,402900,Ocean's Eight,56.349,2018-06-07
8570,9799,The Fast and the Furious,7.768,2001-06-22
8571,9386,In the Line of Fire,12.046,1993-07-08
8572,87093,Big Eyes,15.265,2014-12-24
8573,14412,Body Heat,21.666,1981-08-28
8574,11227,Angel-A,8.536,2005-12-21
8575,23202,Trick 'r Treat,21.634,2007-12-09
8576,12665,Powder,25.936,1995-10-27
8577,921452,Jeanne du Barry,31.193,2023-05-16
8578,632856,Spirited,18.15,2022-11-10
8579,87825,Trouble with the Curve,21.644,2012-09-21
8580,15789,A Goofy Movie,25.769,1995-04-07
8581,8841,The Class,9.278,2008-09-24
8582,1072790,Anyone But You,121.989,2023-12-21
8583,567189,Tom Clancy's Without Remorse,28.831,2021-04-29
8584,11848,Animal Farm,19.204,1954-12-28
8585,8469,Animal House,27.528,1978-07-28
8586,1024,Heavenly Creatures,14.043,1994-09-12
8587,49948,Fantasia 2000,19.764,2000-01-01
8588,7304,Running Scared,13.527,2006-01-06
8589,9045,Amen.,14.125,2002-02-27
8590,718032,Licorice Pizza,22.182,2021-11-26
8591,394741,Stan & Ollie,14.644,2018-12-28
8592,265228,Timbuktu,13.491,2014-12-10
8593,85739,ACAB : All Cops Are Bastards,7.541,2012-01-27
8594,501907,A Beautiful Day in the Neighborhood,13.281,2019-09-07
8595,11631,Mamma Mia!,37.314,2008-07-03
8596,718789,Lightyear,35.255,2022-06-15
8597,599281,Fear of Rain,13.342,2021-02-12
8598,43923,It's Kind of a Funny Story,13.933,2010-10-08
8599,920,Cars,55.09,2006-06-08
8600,787752,Fresh,27.722,2022-03-03
8601,337556,Emerald Green,18.414,2016-07-07
8602,263109,Shaun the Sheep Movie,15.508,2015-02-05
8603,71864,The Odd Life of Timothy Green,13.694,2012-08-15
8604,14411,Sinbad: Legend of the Seven Seas,46.223,2003-07-02
8605,2054,Mr. Holland's Opus,14.133,1995-12-29
8606,10130,Gorillas in the Mist,16.606,1988-09-23
8607,8072,Alphaville,20.466,1965-05-05
8608,925102,The Night of the 12th,15.549,2022-07-13
8609,717980,Sharper,20.375,2023-02-10
8610,429199,The Other Side of Hope,15.933,2017-02-03
8611,64685,Extremely Loud & Incredibly Close,13.483,2011-12-25
8612,26428,Agora,16.376,2009-05-17
8613,11826,Sexy Beast,12.38,2001-01-12
8614,468224,Tolkien,17.172,2019-05-03
8615,381283,mother!,53.105,2017-09-13
8616,49530,In Time,68.387,2011-10-27
8617,12149,Frailty,23.645,2002-04-12
8618,9909,Dangerous Minds,26.463,1995-08-11
8619,9487,A Bug's Life,47.815,1998-11-25
8620,2061,Pusher,15.037,1996-08-30
8621,458723,Us,29.703,2019-03-14
8622,441829,Team Thor: Part 2,13.098,2017-02-14
8623,321612,Beauty and the Beast,88.929,2017-03-16
8624,103747,The Angels' Share,13.957,2012-06-01
8625,63700,My Babysitter's a Vampire,10.604,2010-10-09
8626,11337,Stardust Memories,13.172,1980-09-26
8627,2758,Addams Family Values,40.787,1993-11-19
8628,651,M*A*S*H,12.814,1970-02-18
8629,97367,The Place Beyond the Pines,23.527,2013-03-20
8630,13320,Funny Face,20.38,1957-02-13
8631,9392,The Descent,26.344,2005-07-08
8632,646389,Plane,37.01,2023-01-12
8633,581032,News of the World,13.454,2020-12-25
8634,22826,The Monster,11.987,1994-10-22
8635,452187,Le Brio,8.284,2017-11-22
8636,343668,Kingsman: The Golden Circle,81.28,2017-09-20
8637,62214,Frankenweenie,27.622,2012-10-04
8638,506281,The World to Come,15.302,2021-02-12
8639,457332,Hidden Strike,52.667,2023-07-06
8640,374475,Toni Erdmann,14.655,2016-07-14
8641,77887,Hawaiian Vacation,26.743,2011-06-16
8642,17917,Oliver!,19.54,1968-09-26
8643,12889,Futurama: The Beast with a Billion Backs,14.137,2008-06-30
8644,3033,Gods and Monsters,9.598,1998-09-12
8645,392,Chocolat,25.846,2000-12-22
8646,397837,Before I Fall,23.341,2017-03-02
8647,255718,Barbie: The Pearl Princess,19.413,2014-02-15
8648,140870,Minuscule: Valley of the Lost Ants,21.355,2013-11-17
8649,450489,Irreplaceable You,9.501,2018-02-16
8650,412117,The Secret Life of Pets 2,67.167,2019-05-24
8651,379149,The Foreigner,30.576,2017-09-28
8652,820722,The Good Boss,13.038,2021-10-15
8653,725201,The Gray Man,35.104,2022-07-13
8654,713704,Evil Dead Rise,72.322,2023-04-12
8655,175774,Ruby Red,20.276,2013-03-14
8656,9390,Jerry Maguire,28.472,1996-12-13
8657,8653,The Isle,20.58,2000-04-22
8658,1630,The People vs. Larry Flynt,15.089,1996-12-25
8659,1495,Kingdom of Heaven,54.181,2005-05-03
8660,1630,The People vs. Larry Flynt,15.089,1996-12-25
8661,1495,Kingdom of Heaven,54.181,2005-05-03
8662,725201,The Gray Man,35.104,2022-07-13
8663,542417,Skin,64.23,2019-07-26
8664,412117,The Secret Life of Pets 2,67.167,2019-05-24
8665,37950,Charlie St. Cloud,20.639,2010-07-30
8666,1165,The Queen,16.597,2006-09-15
8667,508791,The Sun Is Also a Star,11.541,2019-05-16
8668,458253,Missing Link,18.413,2019-04-04
8669,398175,Brawl in Cell Block 99,26.31,2017-09-23
8670,76492,Hotel Transylvania,52.845,2012-09-20
8671,25676,Robin-B-Hood,19.692,2006-09-28
8672,13809,RocknRolla,21.088,2008-09-04
8673,13378,Mickey's Twice Upon a Christmas,23.081,2004-11-15
8674,703771,Deathstroke: Knights & Dragons - The Movie,24.627,2020-08-04
8675,559969,El Camino: A Breaking Bad Movie,33.613,2019-10-11
8676,523777,Next Gen,16.898,2018-09-07
8677,25670,Foreign Correspondent,12.914,1940-08-16
8678,1382,Me and You and Everyone We Know,14.286,2005-06-17
8679,778,Monsieur Hulot's Holiday,14.031,1953-02-25
8680,310131,The Witch,49.172,2016-02-19
8681,8195,Ronin,26.565,1998-09-25
8682,628534,The White Tiger,17.205,2021-01-13
8683,227735,Dolphin Tale 2,15.913,2014-09-11
