,id,title,popularity,release_date
2471,978870,Last Night of Amore,15.02,2023-03-09
2472,342473,Ballerina,38.648,2016-12-14
2473,59421,Bedevilled,18.074,2010-08-19
2474,10149,Smoke,12.804,1995-06-09
2475,9303,Bound,35.99,1996-09-13
2476,7350,The Bucket List,25.142,2007-12-25
2477,2832,Identity,22.795,2003-04-25
2478,1271,300,61.758,2007-03-07
2479,55931,The Animatrix,16.86,2003-05-09
2480,14163,Chak De! India,16.174,2007-08-09
2481,11330,Pusher 3,17.241,2005-08-22
2482,2024,The Patriot,34.276,2000-06-28
2483,613504,After We Collided,64.401,2020-09-02
2484,259954,5 to 7,12.858,2014-04-19
2485,21519,Project A,16.615,1983-12-22
2486,17379,Last Holiday,49.357,2006-01-13
2487,16562,The Cutting Edge,20.315,1992-03-27
2488,12230,One Hundred and One Dalmatians,49.599,1961-01-25
2489,10243,The Flight of the Phoenix,16.337,1965-12-15
2490,9660,Operation Petticoat,14.075,1959-12-05
2491,1420,Breakfast on Pluto,16.75,2005-11-16
2492,593643,The Menu,56.831,2022-11-17
2493,13885,Sweeney Todd: The Demon Barber of Fleet Street,49.913,2007-12-20
2494,1164,Babel,22.13,2006-10-26
2495,321528,Batman vs. Robin,16.169,2015-04-03
2496,14299,Cadillac Records,15.07,2008-12-05
2497,11044,Arizona Dream,12.473,1993-01-06
2498,420622,Professor Marston and the Wonder Women,23.014,2017-10-13
2499,315011,Shin Godzilla,31.493,2016-07-29
2500,256962,Little Boy,13.778,2015-04-23
2501,109410,42,20.044,2013-04-12
2502,459,Sissi: The Fateful Years of an Empress,15.052,1957-12-18
2503,736732,Broker,23.955,2022-06-08
2504,472674,The Goldfinch,22.881,2019-09-12
2505,16563,Seven Brides for Seven Brothers,15.377,1954-07-22
2506,15283,Pom Poko,22.796,1994-07-16
2507,409,The English Patient,48.051,1996-11-14
2508,276,The Edukators,10.691,2004-10-25
2509,811634,The Monkey King: Reborn,63.474,2021-04-02
2510,765245,Swan Song,12.719,2021-12-17
2511,537056,Batman: Hush,18.884,2019-07-19
2512,30074,Scooby-Doo! and the Legend of the Vampire,15.047,2003-03-04
2513,15359,Wonder Woman,23.873,2009-03-03
2514,10223,A Simple Plan,20.476,1998-12-11
2515,6615,Lars and the Real Girl,19.181,2007-10-12
2516,96714,Diaz - Don't Clean Up This Blood,8.368,2012-04-13
2517,44826,Hugo,35.472,2011-11-22
2518,475946,Blade Runner: Black Out 2022,17.601,2017-09-26
2519,40807,50/50,14.865,2011-09-30
2520,475946,Blade Runner: Black Out 2022,17.601,2017-09-26
2521,33511,Nowhere Boy,12.594,2009-12-25
2522,16553,Little Manhattan,15.068,2005-09-26
2523,10102,La Grande Bouffe,17.45,1973-05-16
2524,2668,Sleepy Hollow,39.085,1999-11-19
2525,606,Out of Africa,14.081,1985-12-20
2526,319888,Eddie the Eagle,24.797,2016-02-25
2527,72113,Carnage,10.359,2011-09-16
2528,40807,50/50,14.865,2011-09-30
2529,11109,Vera Drake,12.856,2004-10-22
2530,2771,American Splendor,9.395,2003-08-15
2531,5236,Kiss Kiss Bang Bang,11.888,2005-09-14
2532,4415,Les Misérables,24.777,1998-05-01
2533,814340,Cha Cha Real Smooth,22.054,2022-06-17
2534,475215,Mirai,19.329,2018-06-16
2535,241863,As the Gods Will,14.741,2014-11-15
2536,18030,Kiss Me Deadly,14.728,1955-04-28
2537,10511,In America,12.674,2003-10-31
2538,515916,Girl,9.997,2018-09-18
2539,110398,No,15.397,2012-08-09
2540,11328,Pusher II,15.039,2004-12-25
2541,4518,Elizabeth,16.338,1998-09-13
2542,59,A History of Violence,18.843,2005-09-23
2543,520736,Loro 2,9.64,2018-05-10
2544,505954,T-34,11.658,2018-12-27
2545,97365,Rust and Bone,10.353,2012-05-17
2546,11209,The Alamo,23.346,1960-10-23
2547,11176,The Muppet Movie,15.401,1979-06-22
2548,15906,Barbie and the Magic of Pegasus,25.757,2005-10-04
2549,12762,Broadway Danny Rose,10.641,1984-01-27
2550,11222,The American Friend,13.123,1977-06-24
2551,489925,Eighth Grade,12.956,2018-01-19
2552,353326,The Man Who Knew Infinity,24.254,2016-04-08
2553,15067,"The Good, the Bad, the Weird",22.545,2008-07-16
2554,8438,Murder in the First,20.574,1995-01-20
2555,978,Seven Years in Tibet,18.06,1997-09-12
2556,823464,Godzilla x Kong: The New Empire,390.944,2024-03-27
2557,435577,The 12th Man,17.652,2017-12-25
2558,13012,Felon,20.502,2008-07-17
2559,4538,The Darjeeling Limited,19.87,2007-09-07
2560,49047,Gravity,28.529,2013-10-03
2561,13156,Secondhand Lions,21.037,2003-09-19
2562,11951,Vanishing Point,14.058,1971-01-15
2563,10601,Peter Pan,27.56,2003-12-18
2564,8963,Crimson Tide,24.84,1995-05-12
2565,4538,The Darjeeling Limited,19.87,2007-09-07
2566,376660,The Edge of Seventeen,24.704,2016-11-18
2567,2280,Big,29.301,1988-06-03
2568,2100,The Last Castle,20.673,2001-10-19
2569,530385,Midsommar,47.523,2019-07-03
2570,91417,Dragons: Gift of the Night Fury,20.73,2011-11-15
2571,23637,"Ciao, Professore!",7.526,1992-10-09
2572,774752,The Guardians of the Galaxy Holiday Special,32.109,2022-11-24
2573,403431,Brigsby Bear,13.269,2017-07-27
2574,24615,Aloha Scooby-Doo!,14.055,2005-02-08
2575,10673,Wall Street,14.645,1987-12-10
2576,138,Dracula,22.996,1931-02-12
2577,1010821,Groot Takes a Bath,16.923,2022-08-10
2578,479226,The Purity of Vengeance,17.783,2018-10-04
2579,77877,The Lucky One,45.314,2012-04-19
2580,479226,The Purity of Vengeance,17.783,2018-10-04
2581,10178,The Caine Mutiny,16.309,1954-06-24
2582,652,Troy,58.178,2004-05-13
2583,294016,Trumbo,13.947,2015-10-27
2584,77877,The Lucky One,45.314,2012-04-19
2585,14903,Pooh's Grand Adventure: The Search for Christopher Robin,19.666,1997-08-05
2586,10830,Matilda,52.571,1996-08-02
2587,11165,Tora! Tora! Tora!,18.939,1970-01-26
2588,1089,Point Break,30.034,1991-07-12
2589,1008042,Talk to Me,96.359,2023-07-26
2590,11524,Thief,14.845,1981-03-27
2591,916,Bullitt,24.337,1968-10-17
2592,11951,Vanishing Point,14.058,1971-01-15
2593,11533,Jason and the Argonauts,26.899,1963-06-19
2594,988,The China Syndrome,12.303,1979-03-16
2595,336000,The Glass Castle,16.225,2017-08-11
2596,324560,Brimstone,17.49,2016-03-12
2597,22302,Polytechnique,15.18,2009-02-06
2598,10634,Friday,22.269,1995-04-26
2599,749004,Petite maman,11.079,2021-06-02
2600,8879,Pale Rider,30.14,1985-06-28
2601,469,Stranger Than Paradise,12.13,1984-10-01
2602,458,Sissi: The Young Empress,20.853,1956-12-01
2603,527435,The Christmas Chronicles,15.86,2018-11-22
2604,504949,The King,34.009,2019-10-11
2605,473033,Uncut Gems,34.869,2019-08-30
2606,329805,My King,12.186,2015-10-21
2607,205601,Belle,15.749,2013-05-01
2608,11660,Following,15.903,1999-05-06
2609,8619,Master and Commander: The Far Side of the World,25.489,2003-11-14
2610,6173,Read My Lips,9.864,2001-10-17
2611,787699,Wonka,135.156,2023-12-06
2612,787428,Two Distant Strangers,13.32,2020-11-20
2613,501170,Doctor Sleep,30.467,2019-10-30
2614,4192,Death on the Nile,21.283,1978-09-29
2615,440472,The Upside,33.622,2019-01-10
2616,272878,Max,33.726,2015-06-26
2617,147773,The Way Way Back,22.113,2013-06-06
2618,763165,The Burial,23.805,2023-10-06
2619,29005,McCabe & Mrs. Miller,15.512,1971-06-24
2620,11093,House of Sand and Fog,9.547,2003-12-19
2621,673309,American Underdog,15.75,2021-12-25
2622,403300,A Hidden Life,22.501,2019-08-27
2623,348893,Boyka: Undisputed IV,77.819,2016-08-01
2624,18240,The Proposal,70.545,2009-06-02
2625,12289,Red Cliff,26.016,2008-07-10
2626,612,Munich,20.286,2005-12-23
2627,506,Marnie,17.666,1964-07-17
2628,411728,The Professor and the Madman,17.076,2019-03-07
2629,609,Poltergeist,22.277,1982-06-04
2630,396371,Molly's Game,28.272,2017-12-07
2631,336050,Son of Saul,21.636,2015-06-11
2632,279229,Sapphire Blue,14.204,2014-08-14
2633,2153,The Driver,13.083,1978-06-08
2634,809140,Father Stu,28.603,2022-04-13
2635,547016,The Old Guard,25.79,2020-07-10
2636,45162,Superman/Batman: Apocalypse,20.69,2010-09-28
2637,19123,La Chèvre,9.495,1981-12-09
2638,558144,Deadpool: No Good Deed,67.773,2017-03-03
2639,535544,Downton Abbey,22.306,2019-09-12
2640,10590,We Were Soldiers,25.564,2002-03-01
2641,4688,Across the Universe,13.099,2007-09-14
2642,254172,Fathers and Daughters,28.015,2015-10-01
2643,10948,The Fox and the Hound,37.548,1981-07-10
2644,10876,Quills,20.394,2000-11-22
2645,937287,Challengers,78.932,2024-04-18
2646,799583,The Ministry of Ungentlemanly Warfare,308.167,2024-04-18
2647,398173,The House That Jack Built,30.867,2018-07-05
2648,10531,Death and the Maiden,10.058,1994-05-04
2649,8051,Punch-Drunk Love,31.966,2002-10-11
2650,4176,Murder on the Orient Express,21.828,1974-11-22
2651,647,Final Fantasy VII: Advent Children,19.359,2005-07-14
2652,537996,The Ballad of Buster Scruggs,34.876,2018-11-09
2653,226448,In Your Eyes,12.069,2014-04-20
2654,12105,Yellow Submarine,13.107,1968-07-17
2655,9741,Unbreakable,60.175,2000-11-22
2656,8088,Broken Embraces,11.589,2009-03-18
2657,994,Straw Dogs,12.377,1971-11-25
2658,129533,Barbie: The Princess & The Popstar,23.376,2012-09-13
2659,82693,Silver Linings Playbook,23.367,2012-11-16
2660,58574,Sherlock Holmes: A Game of Shadows,35.785,2011-11-22
2661,14807,The Long Good Friday,17.344,1980-11-01
2662,12144,The Land Before Time,21.832,1988-11-18
2663,653346,Kingdom of the Planet of the Apes,540.164,2024-05-08
2664,618355,Superman: Red Son,22.046,2020-02-24
2665,522162,Midway,35.019,2019-11-06
2666,82881,Tangled Ever After,39.604,2012-01-13
2667,9441,Stepmom,21.926,1998-12-25
2668,4643,The Guardian,35.758,2006-09-28
2669,168,Star Trek IV: The Voyage Home,37.556,1986-11-26
2670,65,8 Mile,31.931,2002-11-08
2671,536743,Queen & Slim,19.457,2019-11-27
2672,524047,Greenland,61.721,2020-07-29
2673,38700,Bad Boys for Life,118.902,2020-01-15
2674,10925,The Return of the Living Dead,40.418,1985-04-25
2675,1637,Speed,32.834,1994-06-09
2676,467244,The Zone of Interest,75.847,2023-12-15
2677,428836,Ophelia,17.066,2019-06-28
2678,22527,The Wrong Man,16.184,1956-12-22
2679,1924,Superman,40.267,1978-12-14
2680,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",146.573,2005-12-07
2681,130925,Partysaurus Rex,23.58,2012-09-14
2682,11636,New Police Story,26.973,2004-09-23
2683,635,Angel Heart,15.031,1987-03-06
2684,748783,The Garfield Movie,643.31,2024-04-30
2685,653851,Devotion,25.674,2022-11-23
2686,581997,Batman vs Teenage Mutant Ninja Turtles,18.299,2019-03-31
2687,351339,Anthropoid,20.716,2016-08-12
2688,277217,Descendants,55.692,2015-07-31
2689,11296,Birdy,12.83,1984-12-14
2690,4441,Candy,10.957,2006-05-25
2691,117691,Gangs of Wasseypur - Part 1,16.949,2012-06-22
2692,15588,OSS 117: Lost in Rio,18.0,2009-04-15
2693,10142,Casualties of War,24.017,1989-08-18
2694,9769,Lolita,38.849,1997-09-27
2695,78480,Monsieur Lazhar,9.451,2011-09-10
2696,68722,The Master,16.167,2012-09-14
2697,10617,Once Upon a Time in China,21.263,1991-08-15
2698,103758,Reality,9.088,2012-05-04
2699,8092,This Boy's Life,14.588,1993-04-09
2700,8092,This Boy's Life,14.588,1993-04-09
2701,310307,The Founder,45.685,2016-11-24
2702,9802,The Rock,34.161,1996-06-07
2703,11462,Suspicion,16.958,1941-11-14
2704,7913,Rang De Basanti,13.043,2006-01-26
2705,1857,The Transformers: The Movie,23.803,1986-08-08
2706,243,High Fidelity,17.208,2000-03-17
2707,748783,The Garfield Movie,643.31,2024-04-30
2708,537915,After,78.024,2019-04-11
2709,352490,This Beautiful Fantastic,11.766,2016-10-20
2710,10476,Hustle & Flow,11.26,2005-07-22
2711,657644,Minnal Murali,15.067,2021-12-16
2712,606952,The Goddess of Fortune,7.877,2019-12-19
2713,591275,Fear Street: 1666,19.179,2021-07-14
2714,69315,Battlestar Galactica: Razor,16.98,2007-11-12
2715,68730,Silence,28.865,2016-12-22
2716,11687,The Visitors,17.583,1993-01-27
2717,3549,After the Wedding,17.218,2006-02-24
2718,408,Snow White and the Seven Dwarfs,85.059,1937-12-21
2719,23483,Kick-Ass,36.812,2010-03-26
2720,10537,The Doors,19.786,1991-03-01
2721,13001,Stargate: The Ark of Truth,33.181,2008-03-11
2722,11075,Audition,18.618,2000-03-03
2723,2117,Sophie Scholl: The Final Days,14.172,2005-02-13
2724,1997,Two Brothers,18.452,2004-04-07
2725,677179,Creed III,79.32,2023-03-01
2726,51241,Heartbeats,11.078,2010-09-29
2727,10648,Magnum Force,15.545,1973-12-13
2728,9316,Ong-Bak,31.618,2003-01-21
2729,1574,Chicago,23.754,2002-12-10
2730,334517,The Siege of Jadotville,16.251,2016-09-19
2731,197950,The Connection,16.803,2014-12-03
2732,15370,The Cat Returns,30.299,2002-07-19
2733,10340,Lady and the Tramp,35.872,1955-06-22
2734,468198,The Place,13.17,2017-11-04
2735,48034,Little White Lies,15.056,2010-10-20
2736,7485,Shooter,44.404,2007-03-22
2737,945961,Alien: Romulus,787.672,2024-08-13
2738,269494,A Hard Day,12.15,2014-05-29
2739,212778,Chef,24.181,2014-05-08
2740,212778,Chef,24.181,2014-05-08
2741,71325,With Every Heartbeat,15.291,2011-07-29
2742,26617,Five Easy Pieces,13.413,1970-09-12
2743,14533,Gia,27.46,1998-01-31
2744,11770,Shaolin Soccer,53.074,2001-07-05
2745,11485,Take the Money and Run,10.151,1969-08-18
2746,11153,National Lampoon's Vacation,39.769,1983-07-29
2747,9464,Buffalo '66,20.792,1998-01-20
2748,290250,The Nice Guys,30.689,2016-05-15
2749,37767,Fun Is Beautiful,5.102,1980-01-19
2750,12473,The Visitor,13.176,2008-02-21
2751,10545,The Hunchback of Notre Dame,33.101,1996-06-21
2752,8982,The Protector,31.58,2005-08-11
2753,123377,Pieta,14.344,2012-09-05
2754,10564,Where the Heart Is,19.164,2000-04-27
2755,508,Love Actually,25.767,2003-09-07
2756,473,Pi,17.217,1998-07-10
2757,291270,Anomalisa,17.334,2015-12-30
2758,17187,The Emperor's Club,12.366,2002-11-22
2759,11634,Show Me Love,19.414,1998-10-23
2760,23169,Remember Me,19.272,2010-03-11
2761,570670,The Invisible Man,27.881,2020-02-26
2762,335797,Sing,51.655,2016-11-23
2763,44716,In a Better World,15.12,2010-08-26
2764,11772,The Haunting,19.81,1963-08-21
2765,11446,Welcome to the Dollhouse,15.272,1996-03-22
2766,2998,Zabriskie Point,13.677,1970-03-26
2767,420818,The Lion King,163.671,2019-07-12
2768,371638,The Disaster Artist,18.341,2017-03-12
2769,370755,Paterson,22.106,2016-11-17
2770,323027,Justice League: Gods and Monsters,15.477,2015-06-18
2771,19576,One Piece: The Movie,26.663,2000-03-04
2772,12481,The Big Boss,21.405,1971-10-23
2773,10150,The Last Unicorn,19.003,1982-11-19
2774,1443,The Virgin Suicides,32.809,2000-04-21
2775,711,Finding Forrester,22.818,2000-12-21
2776,670292,The Creator,69.135,2023-09-27
2777,103332,Ruby Sparks,19.518,2012-07-25
2778,24804,Black Dynamite,11.52,2009-10-16
2779,9787,Lords of Dogtown,13.107,2005-06-03
2780,9787,Lords of Dogtown,13.107,2005-06-03
2781,8470,John Q,26.759,2002-02-15
2782,2,Ariel,14.484,1988-10-21
2783,672647,The Map of Tiny Perfect Things,16.484,2021-02-12
2784,670292,The Creator,69.135,2023-09-27
2785,63310,Bullhead,5.481,2011-02-02
2786,11639,The Dark Crystal,13.405,1982-12-17
2787,9540,Dead Ringers,8.447,1988-09-23
2788,2323,Field of Dreams,27.312,1989-04-21
2789,565179,The First King,14.38,2019-01-31
2790,12914,Stargate: Continuum,27.684,2008-07-29
2791,927,Gremlins,35.343,1984-06-08
2792,1011985,Kung Fu Panda 4,334.861,2024-03-02
2793,836225,The Exorcism of God,65.57,2022-03-11
2794,505642,Black Panther: Wakanda Forever,92.302,2022-11-09
2795,239563,St. Vincent,22.379,2014-10-09
2796,25300,I'm Not Scared,13.897,2003-02-08
2797,8697,Who Am I?,19.444,1998-01-17
2798,856289,Creation of the Gods I: Kingdom of Storms,119.646,2023-07-15
2799,458423,Mamma Mia! Here We Go Again,30.603,2018-07-09
2800,458423,Mamma Mia! Here We Go Again,30.603,2018-07-09
2801,336843,Maze Runner: The Death Cure,68.053,2018-01-10
2802,22536,Thirst,24.726,2009-04-30
2803,17887,Barefoot in the Park,16.052,1967-05-25
2804,9606,Metropolis,14.823,2001-05-26
2805,1714,Fahrenheit 451,17.887,1966-09-07
2806,754067,Vicky and Her Mystery,13.366,2021-12-15
2807,414453,Columbus,16.329,2017-08-04
2808,20410,Scooby-Doo and the Alien Invaders,12.753,2000-10-03
2809,14748,Boy A,15.793,2007-10-28
2810,10497,Bitter Moon,22.263,1992-09-02
2811,823951,November,19.351,2022-10-05
2812,680531,The Mad Women's Ball,16.149,2021-09-12
2813,618354,Superman: Man of Tomorrow,13.239,2020-08-23
2814,420817,Aladdin,51.536,2019-05-22
2815,157832,Calvary,21.199,2014-04-11
2816,19236,Santa sangre,16.928,1989-11-24
2817,10895,Pinocchio,42.744,1940-02-23
2818,597219,The Half of It,17.58,2020-05-01
2819,437033,Toc Toc,24.358,2017-09-01
2820,7972,Before the Devil Knows You're Dead,16.611,2007-09-26
2821,573,Frenzy,15.059,1972-05-25
2822,428449,A Ghost Story,17.135,2017-04-24
2823,206563,Trash,14.293,2014-10-09
2824,9322,La Femme Nikita,16.949,1990-02-21
2825,430447,Mary and The Witch's Flower,16.927,2017-07-08
2826,15765,What's Love Got to Do with It,12.901,1993-06-09
2827,895549,NYAD,19.85,2023-10-18
2828,653349,Vacation Friends,27.421,2021-08-27
2829,19265,Whatever Works,10.772,2009-06-19
2830,15400,Mickey's Once Upon a Christmas,22.267,1999-10-31
2831,519141,Matthias & Maxime,12.706,2019-10-09
2832,385687,Fast X,206.618,2023-05-17
2833,9846,To Live and Die in L.A.,15.57,1985-11-01
2834,9281,Witness,26.742,1985-02-08
2835,633515,The Forgotten Battle,20.466,2021-06-05
2836,59468,The Way,12.653,2010-09-10
2837,10986,The Taming of the Scoundrel,16.111,1980-12-20
2838,800787,A Good Person,20.728,2023-03-23
2839,1440,Little Children,20.625,2006-10-06
2840,1088,Whale Rider,10.49,2003-01-30
2841,845222,Kingdom: Ashin of the North,26.449,2021-07-23
2842,799876,The Outfit,27.488,2022-02-25
2843,777270,Belfast,14.721,2021-11-12
2844,369523,The Tale,17.516,2018-01-20
2845,695721,The Hunger Games: The Ballad of Songbirds & Snakes,114.598,2023-11-15
2846,646380,Don't Look Up,33.682,2021-12-08
2847,512263,Honey Boy,13.296,2019-09-28
2848,487242,Suicide Squad: Hell to Pay,28.74,2018-03-23
2849,209276,Starred Up,14.258,2014-03-21
2850,50723,Naruto Shippuden the Movie: The Lost Tower,26.646,2010-07-31
2851,5335,Theorem,10.376,1968-09-07
2852,12877,Dead Man's Shoes,14.232,2004-09-29
2853,8764,Top Secret!,18.365,1984-06-08
2854,3059,Intolerance: Love's Struggle Throughout the Ages,16.692,1916-09-04
2855,567604,Once Upon a Deadpool,71.515,2018-12-11
2856,102651,Maleficent,72.876,2014-05-28
2857,14291,Searching for Bobby Fischer,18.696,1993-08-13
2858,9675,Sideways,11.275,2004-10-22
2859,1581,The Holiday,22.254,2006-12-08
2860,9675,Sideways,11.275,2004-10-22
2861,4552,A Tale of Two Sisters,22.638,2003-06-13
2862,1581,The Holiday,22.254,2006-12-08
2863,421,The Life Aquatic with Steve Zissou,23.829,2004-12-10
2864,14794,if....,13.092,1968-12-19
2865,11575,The Great Race,19.658,1965-07-01
2866,11382,Bullets Over Broadway,15.43,1994-10-14
2867,433945,Tokyo Ghoul,17.33,2017-07-16
2868,203801,The Man from U.N.C.L.E.,30.486,2015-08-13
2869,13701,Immortal Beloved,15.783,1994-12-16
2870,561,Constantine,64.208,2005-02-08
2871,606954,I Hate Summer,9.715,2020-01-30
2872,507076,Climax,22.403,2018-09-19
2873,497828,Triangle of Sadness,46.297,2022-09-18
2874,271714,Love & Mercy,11.305,2015-05-29
2875,152584,Blue Is the Warmest Color,31.316,2013-10-09
2876,127373,What Maisie Knew,12.594,2013-05-02
2877,11050,Terms of Endearment,13.857,1983-11-20
2878,1374,Rocky IV,73.093,1985-11-21
2879,817758,TÁR,22.793,2022-09-23
2880,8222,High Heels,30.458,1991-10-23
2881,5693,Hoosiers,10.091,1986-11-14
2882,476,Drugstore Cowboy,14.599,1989-10-20
2883,585077,Children of the Sea,17.622,2019-06-07
2884,271714,Love & Mercy,11.305,2015-05-29
2885,56292,Mission: Impossible - Ghost Protocol,50.814,2011-12-07
2886,30197,The Producers,15.03,1968-03-18
2887,13041,El Topo,22.214,1970-12-18
2888,964,The Phantom of the Opera,14.719,1925-09-22
2889,517148,Beanpole,13.588,2019-06-20
2890,321741,Concussion,21.229,2015-11-12
2891,12579,The Woman Next Door,7.376,1981-09-30
2892,11447,The Son's Room,11.618,2001-03-09
2893,551,The Poseidon Adventure,23.267,1972-12-13
2894,327,Brother,16.166,2000-12-13
2895,302429,Strange Magic,29.612,2015-01-23
2896,248933,The Dark Valley,14.618,2014-02-13
2897,116149,Paddington,29.699,2014-11-24
2898,14859,Keith,11.234,2008-09-13
2899,11620,Quo Vadis,28.809,1951-11-08
2900,5488,"I'm a Cyborg, but That's OK",12.025,2006-12-07
2901,1259,Notes on a Scandal,21.628,2006-12-25
2902,581389,Space Sweepers,28.019,2021-02-05
2903,474354,22 July,15.516,2018-10-04
2904,44115,127 Hours,29.37,2010-11-12
2905,18912,Angst,11.663,1983-01-01
2906,893723,PAW Patrol: The Mighty Movie,99.635,2023-09-21
2907,308639,Dope,12.911,2015-06-19
2908,385128,F9,51.693,2021-05-19
2909,1584,School of Rock,30.993,2003-10-03
2910,203,Mean Streets,15.863,1973-10-14
2911,283552,The Light Between Oceans,12.144,2016-09-02
2912,63831,The Kid with a Bike,10.696,2011-05-18
2913,38810,Dogtooth,28.788,2009-10-22
2914,401,Garden State,14.006,2004-07-28
2915,400090,The Nightingale,20.888,2018-09-23
2916,270400,Breathe,10.624,2014-11-12
2917,585083,Hotel Transylvania: Transformania,90.254,2022-01-31
2918,536554,M3GAN,43.013,2022-12-28
2919,454640,The Angry Birds Movie 2,65.428,2019-08-02
2920,270400,Breathe,10.624,2014-11-12
2921,454640,The Angry Birds Movie 2,65.428,2019-08-02
2922,179150,Reality,9.38,2015-02-18
2923,1548,Ghost World,11.021,2001-07-20
2924,763215,Damsel,108.299,2024-03-07
2925,302946,The Accountant,40.635,2016-10-13
2926,43539,The Next Three Days,24.28,2010-11-18
2927,3291,"Good Night, and Good Luck.",13.624,2005-09-16
2928,102899,Ant-Man,51.773,2015-07-14
2929,39105,Dragon Ball Z: Bojack Unbound,43.739,1993-07-10
2930,9631,The Negotiator,23.431,1998-07-29
2931,5916,The Getaway,12.942,1972-12-13
2932,438740,Salyut-7,13.804,2017-09-22
2933,77495,Sleep Tight,15.874,2011-10-14
2934,71524,Ace of Aces,10.498,1982-10-27
2935,10839,Cross of Iron,17.02,1977-01-29
2936,7980,The Lovely Bones,50.694,2009-12-26
2937,2007,Lorenzo's Oil,18.392,1992-12-30
2938,1547,The Lost Boys,19.65,1987-07-31
2939,624,Easy Rider,20.722,1969-06-26
2940,39105,Dragon Ball Z: Bojack Unbound,43.739,1993-07-10
2941,36955,True Lies,33.675,1994-07-15
2942,16520,The King and I,18.2,1956-06-29
2943,791177,Bones and All,24.68,2022-11-18
2944,618353,Batman: Death in the Family,19.714,2020-10-13
2945,482373,Don't Breathe 2,63.567,2021-08-12
2946,449749,The Leisure Seeker,10.042,2018-01-03
2947,91342,Barbie in A Mermaid Tale 2,24.337,2012-02-22
2948,399121,An Officer and a Spy,25.166,2019-09-30
2949,943134,The Animal Kingdom,34.225,2023-10-04
2950,36950,You Don't Know Jack,16.562,2010-06-27
2951,13751,Akeelah and the Bee,17.923,2006-04-28
2952,11934,The Hudsucker Proxy,15.64,1994-03-11
2953,11042,The Barbarian Invasions,10.94,2003-09-24
2954,860,WarGames,19.994,1983-06-03
2955,365942,The Space Between Us,29.594,2017-01-26
2956,38397,"The Legend of Al, John and Jack",8.53,2002-12-13
2957,11457,Life as a House,16.424,2001-10-25
2958,394374,At the End of the Tunnel,20.453,2016-04-21
2959,10141,Dirty Rotten Scoundrels,17.489,1988-12-14
2960,1103,Escape from New York,24.247,1981-05-23
2961,744275,After We Fell,68.532,2021-09-01
2962,639933,The Northman,49.956,2022-04-07
2963,657,From Russia with Love,34.924,1963-10-10
2964,563,Starship Troopers,28.732,1997-11-07
2965,71689,Phineas and Ferb The Movie: Across the 2nd Dimension,21.705,2011-08-05
2966,11942,Bring Me the Head of Alfredo Garcia,11.123,1974-08-01
2967,6396,SLC Punk,11.234,1998-09-24
2968,266,Contempt,16.856,1963-10-29
2969,554600,Uri: The Surgical Strike,56.297,2019-01-11
2970,340613,The Wife,13.596,2018-08-02
2971,522039,The Last Black Man in San Francisco,14.371,2019-06-07
2972,455207,Crazy Rich Asians,57.527,2018-08-15
2973,62204,Quest for Fire,16.825,1981-12-16
2974,3293,Pirates of Silicon Valley,16.088,1999-05-10
2975,14292,Miracle,16.555,2004-02-06
2976,364051,The Innocents,15.512,2016-02-10
2977,196024,The Keeper of Lost Causes,19.335,2013-10-03
2978,926,Galaxy Quest,19.209,1999-12-25
2979,241,Natural Born Killers,24.773,1994-08-26
2980,17443,...And Justice for All,13.805,1979-10-19
2981,1900,Traffic,21.253,2000-12-27
2982,1807,Elephant,19.333,2003-09-20
2983,661374,Glass Onion: A Knives Out Mystery,38.451,2022-11-12
2984,567609,Ready or Not,43.596,2019-08-21
2985,385103,Scoob!,28.011,2020-07-08
2986,103731,Mud,17.283,2013-04-26
2987,43641,Superman/Shazam!: The Return of Black Adam,16.815,2010-11-16
2988,16007,Death Note,26.281,2006-06-17
2989,10653,The Seven Year Itch,21.339,1955-06-03
2990,276907,Legend,49.032,2015-09-09
2991,172106,Jappeloup,8.226,2013-03-13
2992,120605,The Punisher: Dirty Laundry,11.268,2012-07-16
2993,9994,The Great Mouse Detective,20.099,1986-07-02
2994,924,Dawn of the Dead,42.366,2004-03-19
2995,797394,Secret Magic Control Agency,15.022,2021-03-18
2996,785538,7 Prisoners,13.142,2021-10-22
2997,779782,The School for Good and Evil,43.076,2022-10-19
2998,522241,The Courier,21.447,2020-01-24
2999,10974,Armour of God,23.006,1986-08-16
3000,522241,The Courier,21.447,2020-01-24
3001,8079,Om Shanti Om,15.087,2007-11-07
3002,744,Top Gun,59.769,1986-05-16
3003,378,Raising Arizona,16.903,1987-03-13
3004,245842,The King's Daughter,18.389,2022-01-21
3005,127517,Disconnect,19.812,2013-04-12
3006,1623,Brubaker,14.836,1980-06-20
3007,542178,The French Dispatch,30.151,2021-10-21
3008,388399,Patriots Day,31.919,2016-12-12
3009,120605,The Punisher: Dirty Laundry,11.268,2012-07-16
3010,82633,Lawless,19.967,2012-08-29
3011,43347,Love & Other Drugs,39.611,2010-11-04
3012,33613,The Girl Who Kicked the Hornet's Nest,15.743,2009-11-27
3013,560044,The Willoughbys,14.214,2020-04-22
3014,11646,Gallipoli,14.477,1981-08-13
3015,7326,Juno,21.517,2007-12-05
3016,604,The Matrix Reloaded,49.452,2003-05-15
